user_id,phone_hash,created_at,age,gender,occupation,income_bracket,city,state,movement_entropy,transaction_entropy,social_entropy,temporal_entropy,credit_risk_score,default_probability,cascade_risk_score,ghost_defaulter_probability,default_status,risk_category,behavioral_fingerprint,composite_stability_score
USR00011,d707d7e07a8970ce049695f904692e3a5f55d100de6d295c93ee0d1ec46dcdf7,2024-12-03 04:05:43,41,M,Biomedical scientist,high,Delhi,हरियाणा,0.5495323589180927,0.5845970071468769,0.41342666162732955,0.5663543776949709,640,0.1055,0.17458408136294193,0.023519020559209985,active,medium,"{'movement_signature': [0.8118, 0.5564, 0.5865, 0.5616, 0.3296, 0.1222, 0.3536, 0.6653, 0.7503, 0.8681], 'transaction_signature': [0.7211, 0.9684, 0.6004, 0.3516, 0.5779, 0.2127, 0.6567, 0.2242, 0.1082, 0.8454], 'temporal_signature': [0.3676, 0.7626, 0.5741, 0.8072, 0.8452, 0.9745, 0.8184], 'social_signature': [0.6136, 0.6427, 0.0263, 0.9291, 0.8295]}",0.536
USR00012,55c6b72f0a99efb66e4767a2fa971e572baede3bd6f330cfc859cdbe1db5df53,2024-05-30 08:31:57,39,F,Veterinary surgeon,low,Mumbai,Kerala,0.5787228553942994,0.4362811116425137,0.4286502980684058,0.5314689269673591,623,0.0855,0.15566833699866917,0.11373566827657877,active,medium,"{'movement_signature': [0.0918, 0.5305, 0.3762, 0.4536, 0.1574, 0.3116, 0.3244, 0.9414, 0.5962, 0.8833], 'transaction_signature': [0.1556, 0.7544, 0.0498, 0.0816, 0.4431, 0.424, 0.6071, 0.4142, 0.2156, 0.5123], 'temporal_signature': [0.3452, 0.1109, 0.6782, 0.5931, 0.5269, 0.3084, 0.2205], 'social_signature': [0.9844, 0.0548, 0.2044, 0.9453, 0.7673]}",0.497
USR00013,22cf8b61273c960ee24ecdbb7b66ae7640c1963007e9419c607548deeb3a5c5b,2024-06-07 22:17:15,65,F,Acupuncturist,low,Hyderabad,महाराष्ट्र,0.3523189719707936,0.425837140351843,0.5065164695734847,0.44602214321533196,637,0.0927,0.5469788541397702,0.10352674404433386,active,medium,"{'movement_signature': [0.3971, 0.742, 0.4362, 0.4598, 0.0779, 0.3131, 0.4293, 0.4044, 0.6401, 0.2895], 'transaction_signature': [0.405, 0.9662, 0.1719, 0.9476, 0.4601, 0.6896, 0.3619, 0.4367, 0.1059, 0.4357], 'temporal_signature': [0.4004, 0.0786, 0.8705, 0.7458, 0.2216, 0.7791, 0.0764], 'social_signature': [0.6332, 0.5306, 0.1939, 0.7762, 0.3511]}",0.424
USR00014,9ab8f9beab8e5d482674f9b982c44848cf5e86c0cc67bdee1187f2f4bfdbced2,2025-02-25 14:05:03,29,O,Textile designer,low,Bangalore,Manipur,0.22679046660051894,0.3520430591093784,0.33110180210374784,0.2354292257894458,780,0.0172,0.7182784713980482,0.0791763835024344,active,low,"{'movement_signature': [0.7599, 0.4489, 0.9242, 0.5645, 0.6353, 0.6245, 0.8642, 0.6272, 0.151, 0.0683], 'transaction_signature': [0.4422, 0.3028, 0.2747, 0.0562, 0.5073, 0.3104, 0.4519, 0.0569, 0.8317, 0.0767], 'temporal_signature': [0.8643, 0.8553, 0.615, 0.5071, 0.4627, 0.5543, 0.7918], 'social_signature': [0.8959, 0.4497, 0.8098, 0.6518, 0.3215]}",0.287
USR00015,985a7d0ba58b3c31a7fb8a97b421ff0bea993ecad8ac15c5688d4ed8c6f25b53,2024-08-25 09:52:48,39,O,Early years teacher,low,Bangalore,Chhattisgarh,0.3932900433967862,0.30090980030019143,0.23451178228727299,0.24954874471965682,735,0.0415,0.4502066194473864,0.07151905084676739,active,low,"{'movement_signature': [0.1587, 0.3729, 0.2829, 0.4088, 0.3384, 0.5979, 0.7892, 0.6473, 0.0659, 0.0945], 'transaction_signature': [0.6784, 0.2841, 0.7237, 0.6566, 0.9063, 0.8733, 0.3334, 0.5827, 0.1414, 0.3498], 'temporal_signature': [0.9677, 0.6985, 0.392, 0.595, 0.938, 0.3096, 0.3767], 'social_signature': [0.7917, 0.8132, 0.6701, 0.829, 0.7388]}",0.305
USR00016,8e75b541ca9aef89b3c2e2c5ff2532159c0130b7c03f751ccb4dd2f196aa9dd4,2024-08-19 10:56:42,19,F,Operational investment banker,medium,Delhi,पांडिचेरी,0.7025465459268423,0.6360525845753688,0.64283853224178,0.7895336535068693,465,0.6352,0.4890167366981818,0.04171602651474421,defaulted,high,"{'movement_signature': [0.0772, 0.8444, 0.1011, 0.7709, 0.8351, 0.8837, 0.0377, 0.3368, 0.7663, 0.131], 'transaction_signature': [0.3767, 0.1622, 0.8313, 0.7711, 0.809, 0.1655, 0.4377, 0.4109, 0.6764, 0.2375], 'temporal_signature': [0.4442, 0.2849, 0.7485, 0.4489, 0.534, 0.3095, 0.8086], 'social_signature': [0.469, 0.8351, 0.3678, 0.9471, 0.9844]}",0.688
USR00017,0342ae87fab2e4ca617be7095fd97d307a8f9862d2d771b0a9a6a73226cc13f6,2024-05-08 13:43:09,28,M,Lawyer,high,Hyderabad,Himachal Pradesh,0.5082379365384448,0.42767970692068624,0.4500006423178014,0.5282358072408895,699,0.0996,0.7992935560417896,0.08763570435942036,active,medium,"{'movement_signature': [0.8459, 0.8512, 0.2851, 0.7631, 0.2728, 0.9053, 0.1473, 0.4375, 0.9464, 0.222], 'transaction_signature': [0.4511, 0.3496, 0.0267, 0.0533, 0.502, 0.2358, 0.9945, 0.3749, 0.0282, 0.9308], 'temporal_signature': [0.8392, 0.65, 0.7914, 0.1376, 0.2869, 0.8298, 0.6961], 'social_signature': [0.1388, 0.7055, 0.4486, 0.0053, 0.0792]}",0.476
USR00018,85e746549e3af4ea5534f8cb1d172be6716d836245308bc2e315b57976a7ecdd,2025-04-30 00:22:14,56,O,Lobbyist,medium,Chennai,Himachal Pradesh,0.6320677848023953,0.4222373720648477,0.4576203156078461,0.460230238917244,706,0.0694,0.13819955729508104,0.06877557612548202,active,medium,"{'movement_signature': [0.4571, 0.1109, 0.9051, 0.5967, 0.0164, 0.5154, 0.2419, 0.1436, 0.4292, 0.6148], 'transaction_signature': [0.2406, 0.4166, 0.6644, 0.0856, 0.9747, 0.0677, 0.5261, 0.5073, 0.9883, 0.5542], 'temporal_signature': [0.3905, 0.4701, 0.6357, 0.981, 0.2537, 0.0162, 0.7885], 'social_signature': [0.3448, 0.7329, 0.6283, 0.7715, 0.7352]}",0.5
USR00019,80487dd35e8cb7ea199f82e8d03d3e828bf9771a66302e1232249fa9d42a3e7e,2024-08-21 15:46:21,59,M,Metallurgist,high,Bangalore,Maharashtra,0.45156417745391025,0.4929245799494075,0.5390778503992129,0.5263471695516675,505,0.2205,0.7491981454780852,0.018834075184511447,active,medium-high,"{'movement_signature': [0.4577, 0.2934, 0.0438, 0.1995, 0.0419, 0.9334, 0.5154, 0.9891, 0.543, 0.2533], 'transaction_signature': [0.7533, 0.1911, 0.357, 0.7808, 0.8658, 0.3319, 0.1245, 0.368, 0.8895, 0.7433], 'temporal_signature': [0.8946, 0.3866, 0.9737, 0.4962, 0.4975, 0.9243, 0.5193], 'social_signature': [0.8011, 0.7271, 0.0789, 0.6025, 0.8223]}",0.496
USR00020,fdebe365ba2dfd925173dfca0e39fc6b287ea42c279fbc6de89bb0936f547032,2024-03-08 19:27:05,36,F,Barista,medium,Hyderabad,दमन और दीव,0.44837597160246795,0.5205243255461199,0.4852232145766091,0.5379529616890972,641,0.0633,0.3812375870175937,0.015929722799018133,active,medium,"{'movement_signature': [0.3526, 0.9982, 0.2746, 0.98, 0.9479, 0.075, 0.6375, 0.3633, 0.8011, 0.6794], 'transaction_signature': [0.9528, 0.1428, 0.6076, 0.7813, 0.0348, 0.0672, 0.7785, 0.3663, 0.3829, 0.5672], 'temporal_signature': [0.6051, 0.6791, 0.9488, 0.372, 0.7631, 0.5739, 0.5295], 'social_signature': [0.398, 0.6496, 0.2496, 0.1134, 0.7357]}",0.495
USR00021,df070c976a650fd41bc33cfab49bd34136dab4c2ad77b5d148e2bf69e64a9490,2023-11-08 14:37:00,34,O,Air traffic controller,medium,Kolkata,Arunachal Pradesh,0.42853300297624874,0.44291408508474395,0.5223754365527286,0.5387961282081588,716,0.123,0.8989030748081219,0.038024967738756826,active,medium,"{'movement_signature': [0.0741, 0.1727, 0.7134, 0.9973, 0.8105, 0.9676, 0.9866, 0.6678, 0.7095, 0.55], 'transaction_signature': [0.2904, 0.3, 0.1575, 0.7096, 0.7002, 0.1741, 0.3615, 0.2242, 0.9851, 0.7921], 'temporal_signature': [0.2367, 0.494, 0.3609, 0.5723, 0.4674, 0.983, 0.1298], 'social_signature': [0.8842, 0.0657, 0.3982, 0.7169, 0.4787]}",0.474
USR00022,d055b6dace143778fb80161806babc4aaed20ec5716847b204e0790f8f8f63df,2024-09-06 08:53:24,38,O,"Scientist, research (life sciences)",low,Kolkata,Punjab,0.3875980346777582,0.4899948991325992,0.5360217981299162,0.46890295614053995,705,0.1247,0.8023681213203294,0.11923681003736315,active,medium,"{'movement_signature': [0.182, 0.9663, 0.4326, 0.9107, 0.0554, 0.1242, 0.153, 0.1647, 0.3227, 0.7093], 'transaction_signature': [0.346, 0.9409, 0.8949, 0.8459, 0.2506, 0.6351, 0.5508, 0.1252, 0.3028, 0.5335], 'temporal_signature': [0.5026, 0.1686, 0.9416, 0.1542, 0.6587, 0.7206, 0.6051], 'social_signature': [0.8425, 0.5636, 0.8252, 0.0284, 0.0455]}",0.464
USR00023,0c28f10ce87d522d60d95fc975fcdf7c0ac078475a80e18bdb36918b97861ede,2024-08-15 21:40:48,57,O,Learning mentor,low,Hyderabad,राजस्थान,0.5216411607338193,0.4996076120272232,0.5254328020596168,0.45793433136032113,683,0.0774,0.865320135963524,0.07761227454455871,active,medium,"{'movement_signature': [0.685, 0.2974, 0.073, 0.0599, 0.4396, 0.4843, 0.204, 0.6067, 0.3126, 0.7184], 'transaction_signature': [0.7342, 0.8608, 0.9754, 0.1308, 0.3705, 0.5617, 0.3191, 0.4665, 0.2675, 0.2479], 'temporal_signature': [0.0968, 0.2902, 0.3841, 0.6154, 0.2483, 0.8653, 0.1597], 'social_signature': [0.3274, 0.5777, 0.3127, 0.7631, 0.4983]}",0.503
USR00024,d9695820c12a7b9465c90bd326efea894f39363a05ae779d41faecf8a09992ff,2024-05-09 20:34:20,23,F,Animal technologist,high,Ahmedabad,Jharkhand,0.6992110819142526,0.6914461284379462,0.648145728133834,0.7166688223971353,427,0.7395,0.13892650634372475,0.04938988737229397,defaulted,high,"{'movement_signature': [0.8428, 0.6725, 0.2857, 0.0082, 0.1075, 0.1339, 0.2645, 0.3658, 0.4033, 0.0452], 'transaction_signature': [0.0512, 0.5618, 0.3625, 0.2886, 0.3863, 0.4504, 0.5499, 0.8253, 0.6232, 0.611], 'temporal_signature': [0.1287, 0.0967, 0.3732, 0.9868, 0.5578, 0.3656, 0.1443], 'social_signature': [0.6025, 0.4014, 0.0403, 0.0389, 0.7136]}",0.69
USR00025,a3c5b8c8931f91bc333d48b476001c14b8bb80b2eb2ee02cec26b0e3101d7dd8,2024-08-05 19:09:05,50,M,"Scientist, research (medical)",medium,Ahmedabad,दमन और दीव,0.5318781567211412,0.586273747105998,0.46370600635186143,0.47859091757329664,666,0.1094,0.5932003899772129,0.12796426983097794,active,medium,"{'movement_signature': [0.5073, 0.5097, 0.4898, 0.5629, 0.4749, 0.0166, 0.3312, 0.1096, 0.4165, 0.3077], 'transaction_signature': [0.8988, 0.8721, 0.6293, 0.5969, 0.2655, 0.6556, 0.9721, 0.5785, 0.2275, 0.0514], 'temporal_signature': [0.4804, 0.5242, 0.7212, 0.7746, 0.3802, 0.8217, 0.2422], 'social_signature': [0.5726, 0.7005, 0.1908, 0.441, 0.4188]}",0.524
USR00026,fd0db8d05a2c63d0de9c84dcd7225b7b7815c1b131fe2020009f375cfa89298d,2024-07-07 22:21:36,48,O,Dance movement psychotherapist,high,Chennai,आंध्र प्रदेश,0.5334434179675303,0.41245625720288637,0.42761649715704203,0.4414683409942489,652,0.1152,0.36003962754084384,0.10271175196000885,active,medium,"{'movement_signature': [0.3138, 0.1732, 0.9121, 0.3423, 0.3543, 0.772, 0.7209, 0.6433, 0.6933, 0.6101], 'transaction_signature': [0.1923, 0.2465, 0.5581, 0.2249, 0.9729, 0.2976, 0.289, 0.2073, 0.705, 0.317], 'temporal_signature': [0.3488, 0.9337, 0.7954, 0.2735, 0.1219, 0.6766, 0.3797], 'social_signature': [0.9802, 0.8184, 0.9546, 0.8046, 0.2905]}",0.458
USR00027,0f257013f6fd7c99f7b337e711b4a6f99db3a1502676c3941e5634857c69cd56,2024-06-05 13:50:31,65,F,Corporate investment banker,low,Delhi,गोवा,0.5467916151652723,0.4404136014401193,0.5077155847417305,0.5866047867566615,644,0.1701,0.6569370405174582,0.029218213672129213,active,medium,"{'movement_signature': [0.5868, 0.2425, 0.6698, 0.531, 0.6379, 0.0525, 0.4133, 0.7174, 0.1005, 0.7708], 'transaction_signature': [0.0052, 0.5504, 0.9291, 0.4069, 0.935, 0.8784, 0.4774, 0.1995, 0.9639, 0.3212], 'temporal_signature': [0.6459, 0.9079, 0.0895, 0.5741, 0.5352, 0.7231, 0.9367], 'social_signature': [0.9132, 0.1751, 0.8822, 0.1758, 0.9196]}",0.515
USR00028,ac97d19a45dc6d4ec47fdfade24a56c846d35f37b396b16ec3d5b503a892f485,2025-08-29 21:04:23,36,M,"Development worker, community",low,Kolkata,छत्तीसगढ,0.6309826234333288,0.45967844213241615,0.5205565931011746,0.5856909692034035,700,0.1144,0.36803369095660243,0.07360887094195129,active,medium,"{'movement_signature': [0.5243, 0.8893, 0.1342, 0.5042, 0.2728, 0.8088, 0.3307, 0.7311, 0.6483, 0.7186], 'transaction_signature': [0.0141, 0.3371, 0.295, 0.6744, 0.1932, 0.611, 0.6387, 0.4055, 0.4277, 0.3279], 'temporal_signature': [0.4008, 0.0954, 0.9817, 0.4775, 0.9358, 0.0068, 0.3836], 'social_signature': [0.4467, 0.267, 0.3296, 0.5825, 0.5729]}",0.548
USR00029,879df3666c7921decee86939ca2e3b03a136573e64af1080ecd32178338af9f0,2024-04-13 14:43:42,37,M,Maintenance engineer,medium,Pune,Assam,0.18546745434119177,0.33721472397822205,0.38462120278942336,0.37756028280192167,780,0.0143,0.715872837966549,0.10664065283863397,active,low,"{'movement_signature': [0.9406, 0.3675, 0.2208, 0.9574, 0.4782, 0.455, 0.9888, 0.3736, 0.7019, 0.9128], 'transaction_signature': [0.7574, 0.802, 0.8256, 0.7619, 0.6803, 0.5958, 0.7874, 0.5255, 0.5282, 0.3618], 'temporal_signature': [0.9172, 0.1122, 0.8288, 0.9029, 0.2022, 0.5367, 0.1645], 'social_signature': [0.8545, 0.4418, 0.6803, 0.7169, 0.4888]}",0.309
USR00030,d26dd0f32cb7c7a00d34ef29dd9ff2582012fe69d1486ad8725250b6af8908cb,2025-01-18 04:28:42,44,F,Mudlogger,high,Ahmedabad,असम,0.38958330194632973,0.41154735618650495,0.49247566114778474,0.5613830705108785,703,0.0572,0.6786240638600018,0.06543281939345603,active,medium,"{'movement_signature': [0.7458, 0.5783, 0.0453, 0.3445, 0.0638, 0.9941, 0.9346, 0.069, 0.9338, 0.0317], 'transaction_signature': [0.4089, 0.769, 0.7658, 0.9783, 0.6459, 0.4204, 0.9929, 0.3825, 0.8696, 0.9068], 'temporal_signature': [0.3756, 0.6827, 0.6618, 0.5393, 0.6535, 0.3478, 0.1785], 'social_signature': [0.5373, 0.5288, 0.7279, 0.2227, 0.0035]}",0.451
USR00031,836909a57e12d3e918fea8b442a50d3a9f8d96b771dd5681d304170d8a4b0782,2024-03-30 23:58:49,52,F,Music tutor,low,Hyderabad,Maharashtra,0.7133336017075063,0.6495024077007551,0.6692319469975253,0.6551299455590254,418,0.6367,0.8499282889080535,0.11150335242724856,defaulted,high,"{'movement_signature': [0.8095, 0.4192, 0.7661, 0.8838, 0.0156, 0.2061, 0.1009, 0.0336, 0.5978, 0.7033], 'transaction_signature': [0.0487, 0.7405, 0.4023, 0.2343, 0.2173, 0.8637, 0.0564, 0.5039, 0.2893, 0.8158], 'temporal_signature': [0.7315, 0.3189, 0.5979, 0.6725, 0.3207, 0.3018, 0.1433], 'social_signature': [0.6602, 0.221, 0.3005, 0.061, 0.9485]}",0.674
USR00032,668ee3521d11148cbd95afd54be6143c7519998becdd224083d552aae686ee16,2024-08-20 07:56:35,21,F,Brewing technologist,high,Bangalore,Assam,0.5167551997951138,0.5342685049491445,0.5571609191961036,0.4637468914632624,680,0.1382,0.43305970673715577,0.030890465095522915,active,medium,"{'movement_signature': [0.7544, 0.4735, 0.8493, 0.3007, 0.7076, 0.8058, 0.9147, 0.5624, 0.9678, 0.5573], 'transaction_signature': [0.1341, 0.2429, 0.2033, 0.6467, 0.9222, 0.8471, 0.0925, 0.7246, 0.1905, 0.2685], 'temporal_signature': [0.6737, 0.6029, 0.8736, 0.1882, 0.7617, 0.7243, 0.5589], 'social_signature': [0.4794, 0.8695, 0.333, 0.957, 0.0153]}",0.519
USR00033,9acd62e89ea391076ddadf1a292d54ef120a51d8ba1d731b2f77a087fbe4a646,2025-08-03 10:07:21,33,O,Legal executive,high,Delhi,आंध्र प्रदेश,0.4936762629027097,0.5407537165351408,0.479326411955247,0.4478661917926062,695,0.1799,0.35729200706192177,0.04962828765282514,active,medium,"{'movement_signature': [0.6487, 0.3084, 0.3596, 0.8828, 0.466, 0.8028, 0.7224, 0.7616, 0.3202, 0.2031], 'transaction_signature': [0.3129, 0.0457, 0.8641, 0.7413, 0.0162, 0.5533, 0.584, 0.72, 0.2952, 0.1962], 'temporal_signature': [0.23, 0.5698, 0.2457, 0.5506, 0.9435, 0.3376, 0.7634], 'social_signature': [0.4886, 0.7236, 0.7396, 0.4608, 0.7328]}",0.496
USR00034,c9a31f1a0d4a5e008bc8e8547e3c279e3b10e920a296ece9c77310e38b87a833,2025-05-27 20:50:45,52,O,Database administrator,low,Bangalore,बिहार,0.4964948963762397,0.5047888830808159,0.567813698718991,0.4148660822886051,617,0.1436,0.7543967286838028,0.016792015187497712,defaulted,medium,"{'movement_signature': [0.1375, 0.6307, 0.068, 0.151, 0.2187, 0.456, 0.0605, 0.6377, 0.9339, 0.9128], 'transaction_signature': [0.6593, 0.0157, 0.5322, 0.4113, 0.0167, 0.7222, 0.5357, 0.2867, 0.5022, 0.6979], 'temporal_signature': [0.4306, 0.9397, 0.1793, 0.918, 0.5244, 0.241, 0.6198], 'social_signature': [0.2524, 0.3544, 0.7949, 0.079, 0.9593]}",0.497
USR00035,b1506d70d1904afca4fabb8d58cb8559e3931b8da95dc988714b0edd3d6a83e6,2024-11-14 23:45:24,23,O,Aeronautical engineer,high,Chennai,Madhya Pradesh,0.39841862361401414,0.35191717003536893,0.21870010108542187,0.2758528044479632,777,0.031,0.5421611516237562,0.017856091478055197,defaulted,low,"{'movement_signature': [0.1714, 0.4999, 0.4339, 0.7844, 0.5659, 0.858, 0.0954, 0.5282, 0.0426, 0.2114], 'transaction_signature': [0.8681, 0.8876, 0.4755, 0.0466, 0.0743, 0.9256, 0.8993, 0.5635, 0.0329, 0.9288], 'temporal_signature': [0.3145, 0.9615, 0.587, 0.7523, 0.7127, 0.3983, 0.0769], 'social_signature': [0.1625, 0.2405, 0.8347, 0.3892, 0.8965]}",0.324
